CustomerID,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Class1,Class
15763194,1,22,0,2,8,3,2,0,0,0,1,1,0,1,1,0
15720725,0,23,0,1,11,4,1,1,1,2,1,2,80,401,1,0
15567834,0,30,5,2,10,2,2,1,1,5,1,2,99,501,1,0
15720644,0,40,7,1,11,8,8,1,1,14,0,2,0,2301,1,0
15811742,0,36,5,2,10,4,5,1,0,0,1,2,0,4001,1,0
15813363,1,31,2,2,8,4,0,0,0,0,0,2,300,1,0,0
15717629,0,25,2,2,14,8,0,1,0,0,0,2,360,1,1,0
15713160,1,27,12,2,6,5,0,0,0,0,1,2,720,1,0,0
15568878,1,31,4,2,14,4,5,1,1,3,1,2,290,2280,1,0
15809800,1,34,6,2,6,4,0,1,0,0,1,2,443,1,0,0
15736420,1,22,2,2,4,4,0,0,0,0,0,2,180,1,0,0
15757933,1,31,3,2,8,4,2,0,1,2,1,2,160,42,0,0
15623072,1,31,0,2,8,5,0,1,0,0,1,1,320,1,0,0
15683993,1,16,3,2,9,4,0,0,1,1,0,2,0,7,0,0
15570947,1,27,1,2,13,8,5,1,1,9,0,2,399,828,1,0
15797767,1,25,3,2,8,4,1,0,1,1,0,2,0,23,0,0
15731989,1,67,5,2,10,9,13,1,1,1,1,2,0,1,1,0
15591035,0,18,9,2,9,4,1,1,1,6,1,2,40,601,1,0
15586479,0,27,0,2,7,8,0,0,1,1,1,2,272,109,0,1
15605872,0,19,0,1,8,4,1,0,1,1,0,2,2000,3,0,0
15666012,1,30,1,2,2,4,0,0,0,0,1,1,0,1,0,0
15641733,0,50,0,2,6,4,0,0,0,0,1,2,240,118,0,0
15593178,1,31,1,1,9,4,0,0,0,0,0,1,160,1,0,0
15649183,1,51,15,2,8,4,8,1,1,9,0,2,0,1,1,0
15736399,0,36,0,2,1,1,0,0,1,10,0,2,200,19,0,0
15751137,1,33,2,2,7,4,4,1,1,6,0,2,204,1,1,0
15757188,0,20,3,2,6,4,0,1,0,0,0,2,100,1,1,0
15726167,1,36,18,2,9,4,0,0,0,0,0,2,320,3553,0,0
15624850,1,50,0,2,1,1,0,0,0,0,0,2,145,1,0,0
15717700,0,23,0,2,11,4,0,0,1,1,1,2,200,12,0,0
15716347,1,35,4,2,14,8,5,0,0,0,1,1,711,1,1,0
15696287,0,58,21,2,3,5,10,1,1,13,0,2,0,6701,1,0
15638871,1,28,0,2,7,4,0,1,1,3,1,2,396,1,1,0
15765093,1,31,0,2,4,4,0,0,0,0,0,2,380,2011,0,0
15592999,0,31,3,1,5,3,0,0,0,0,0,2,160,21,0,0
15641715,1,19,6,2,9,8,1,1,1,7,0,2,80,2955,1,0
15607746,1,39,6,2,7,4,1,1,1,5,1,2,108,1098,1,0
15625311,1,17,3,2,3,4,0,0,0,0,1,2,140,3,0,0
15573077,1,44,7,1,8,4,1,0,0,0,0,2,160,3,0,0
15735106,1,16,0,1,6,4,0,0,0,0,0,2,60,1,0,0
15672912,0,41,6,2,11,4,0,1,1,3,1,2,145,1,1,0
15589881,1,28,15,2,8,8,5,1,1,11,0,2,0,2284,1,0
15660144,0,26,2,2,5,3,0,0,0,0,1,2,276,2,0,1
15664083,1,38,3,2,9,4,4,1,1,14,0,2,383,1345,1,0
15690898,1,25,6,2,8,4,1,1,1,3,0,2,0,1,1,0
15808023,0,28,0,2,11,4,0,1,1,4,0,2,80,1,1,0
15676909,1,73,17,2,1,1,0,1,0,0,1,2,0,1,1,0
15764922,1,22,11,1,7,4,1,0,0,0,1,2,0,4001,0,0
15766734,0,27,1,2,1,1,0,0,1,1,0,2,92,301,0,0
15795079,0,19,8,2,13,8,0,1,1,7,0,2,96,1,1,0
15757434,0,25,0,2,8,4,0,0,0,0,0,3,184,1,1,0
15673747,1,31,0,1,2,4,4,0,0,0,1,2,460,1,0,0
15808386,0,22,8,2,11,4,1,1,1,10,0,2,80,991,0,0
15603565,0,22,1,2,11,4,0,0,0,0,1,2,120,810,0,0
15744044,1,23,12,2,8,4,0,0,1,2,0,2,0,5553,0,0
15577771,0,29,1,1,14,4,1,0,0,0,0,2,280,14,0,0
15769548,0,32,6,2,2,4,1,0,0,0,0,2,272,1,0,0
15802071,1,27,1,1,9,4,0,1,0,0,1,2,260,1066,1,0
15677395,1,19,10,2,8,5,0,0,1,2,1,2,200,8,0,0
15632010,1,35,2,2,9,4,0,0,1,2,0,2,220,2,0,0
15779492,1,18,0,2,11,4,0,0,0,0,0,2,160,2,0,0
15694677,0,28,3,2,8,4,1,1,1,1,1,2,371,1,1,0
15704315,1,34,4,2,3,5,3,1,1,2,0,2,274,611,1,0
15742009,0,33,3,1,6,4,2,0,0,0,0,2,180,1,0,0
15766663,1,53,9,2,10,4,8,1,1,5,0,2,0,1,1,0
15742297,1,25,1,2,6,4,0,0,0,0,0,2,200,1,0,0
15688059,1,32,2,1,4,1,0,0,0,0,0,2,120,1,0,0
15752344,0,21,5,1,1,1,0,0,0,0,0,2,0,1,0,0
15698749,0,56,16,2,5,1,0,1,1,15,0,2,0,248,1,0
15631693,1,32,0,1,8,8,3,1,1,1,1,2,432,8001,1,0
15604536,0,20,11,2,8,8,6,1,0,0,0,2,340,1,1,0
15802869,0,30,5,2,4,4,5,0,0,0,1,1,100,1,0,0
15635598,0,24,0,2,6,8,1,1,0,0,0,2,400,1,0,0
15592326,1,23,11,2,14,8,0,1,1,1,0,2,100,1,1,0
15736533,0,31,11,2,1,1,0,0,0,0,0,2,184,5201,0,0
15647191,0,32,0,2,13,4,0,1,0,0,0,2,440,11178,1,0
15622507,1,23,1,2,2,8,1,1,1,6,0,2,200,328,1,0
15765487,1,36,0,1,8,4,1,0,0,0,1,2,232,114,1,0
15646521,1,29,1,1,4,4,0,0,0,0,0,2,224,1,0,0
15746258,0,24,0,2,11,8,1,1,1,1,0,2,0,679,1,0
15692430,1,21,0,1,8,8,0,0,0,0,0,2,280,205,0,0
15625501,1,31,15,2,8,4,0,1,0,0,0,2,120,1,0,0
15640521,1,22,3,2,7,4,1,1,1,1,0,2,260,801,1,0
15790630,1,37,1,1,8,5,0,1,0,0,1,2,164,401,0,0
15664720,0,24,4,2,9,4,1,0,0,0,1,2,360,7,0,0
15750055,1,36,3,2,9,4,1,1,0,0,1,2,200,1,0,0
15644878,0,47,0,2,11,8,2,1,1,1,0,2,333,893,1,0
15754578,1,32,4,1,13,4,1,0,0,0,1,2,120,1,0,0
15705379,0,30,10,2,11,8,0,0,1,12,1,2,129,4,0,0
15761047,1,27,1,2,9,4,3,1,1,5,1,2,100,4,1,0
15671293,1,54,15,2,10,9,0,1,1,20,0,2,152,131,0,0
15687527,1,16,0,2,8,4,1,1,1,5,1,2,352,691,1,0
15647898,1,24,12,2,9,4,0,1,0,0,1,2,260,1,0,0
15671534,1,32,5,2,11,8,5,1,1,12,1,2,408,1001,1,0
15591248,1,30,0,2,8,4,1,1,1,11,0,2,32,541,1,0
15676156,1,22,0,2,4,4,0,0,0,0,1,2,280,56,0,0
15812918,1,41,0,2,14,4,2,1,0,0,0,2,510,601,1,0
15604130,1,36,2,2,3,4,0,0,0,0,1,2,221,1,0,0
15700549,1,25,12,2,13,4,0,0,0,0,0,2,0,3,0,0
15715519,1,29,1,2,8,8,4,1,0,0,0,2,260,201,1,0
15707042,1,20,0,2,11,4,0,0,0,0,0,2,200,1,0,0
15605276,1,19,0,2,11,4,2,1,1,2,1,2,80,1,1,0
15630592,1,51,0,2,14,8,0,1,0,0,0,2,0,3001,1,0
15636626,1,62,7,2,10,9,0,0,0,0,0,2,0,13,0,0
15740411,1,40,3,2,7,4,3,0,0,0,1,1,400,1,0,0
15593834,0,16,0,2,6,4,0,0,0,0,0,2,200,2,0,0
15804235,1,29,0,2,9,4,0,0,1,1,0,2,340,2804,0,0
15679801,1,34,4,2,6,4,1,1,0,0,1,2,240,1,0,0
15673907,0,71,0,2,8,4,0,0,0,0,0,3,184,1,1,0
15636562,1,42,0,2,3,8,5,1,0,0,0,2,400,1,1,0
15702571,0,22,11,1,11,4,3,1,0,0,1,2,268,1,0,0
15627365,1,24,2,2,10,2,0,0,1,2,0,2,320,1301,0,0
15748499,1,44,0,2,3,8,5,1,0,0,1,2,320,1,1,0
15598614,0,23,11,2,14,8,0,1,1,2,1,2,300,552,1,0
15668889,1,34,1,2,3,5,0,0,0,0,1,2,440,4501,0,0
15800049,1,23,11,2,3,4,3,1,1,9,0,2,56,743,1,0
15583724,1,25,0,2,4,4,0,0,1,2,1,2,174,4,0,0
15622083,0,17,9,2,6,4,1,1,0,0,1,2,0,1,1,1
15645571,1,20,1,2,11,4,1,0,0,0,0,2,108,8,0,0
15598266,1,31,16,2,2,4,3,1,1,9,0,2,250,731,1,0
15667934,0,57,2,2,1,1,6,0,1,1,0,2,0,11,0,0
15569682,1,59,1,2,11,4,0,1,0,0,1,2,260,1,1,0
15772941,0,65,14,2,1,1,0,1,1,11,1,2,0,1401,1,0
15586174,1,30,1,1,3,5,0,1,1,10,1,2,132,29,0,0
15803682,1,48,6,2,11,8,6,1,0,0,1,2,350,1,1,0
15627328,0,23,11,1,4,8,3,0,0,0,1,2,20,17,0,0
15717065,1,20,9,2,8,4,1,1,1,3,1,2,40,29,1,0
15602456,1,48,7,2,9,8,15,1,1,12,0,2,0,791,1,0
15721569,1,23,1,2,11,4,2,1,1,3,1,2,0,583,1,0
15573798,1,32,14,1,1,1,0,0,1,2,0,2,160,2,0,0
15638272,1,33,0,1,13,4,0,0,0,0,0,2,180,1,0,0
15799859,1,23,0,1,9,4,2,1,1,6,1,2,208,348,0,0
15599152,1,16,0,1,4,4,0,0,0,0,0,1,200,1,0,0
15737909,0,20,8,2,8,4,0,0,0,0,0,2,0,352,0,0
15646190,0,60,16,2,11,4,11,1,0,0,1,2,21,10562,1,0
15711249,1,31,5,1,6,4,8,1,0,0,0,2,0,1,0,0
15671987,0,25,12,2,13,8,3,1,1,6,0,2,400,459,1,0
15812766,1,21,9,2,8,4,0,1,0,0,0,2,140,1,0,0
15778589,1,20,0,2,8,4,0,0,0,0,0,3,184,1,0,0
15750104,0,25,13,1,1,1,2,0,1,1,1,2,200,2,0,0
15784526,1,42,4,2,11,4,4,1,0,0,0,1,0,1,1,0
15646563,1,26,1,1,8,4,1,1,1,5,1,2,160,5778,1,0
15744423,1,57,7,2,7,4,14,1,1,6,1,2,360,1333,1,0
15593694,1,55,11,2,1,1,5,1,1,5,0,2,0,8852,1,0
15785367,1,51,10,2,3,5,0,1,1,11,0,2,0,1250,1,0
15687765,1,39,0,2,7,4,0,1,0,0,0,1,288,1,0,0
15789014,1,27,2,1,6,4,2,1,1,3,1,2,370,561,1,0
15703177,1,30,6,2,13,4,3,1,1,8,0,2,330,1201,1,0
15660263,1,51,2,1,1,1,1,0,0,0,0,2,120,2,0,0
15776545,0,25,11,1,6,4,4,1,0,0,0,2,120,1,0,0
15683276,1,29,0,1,8,4,0,0,0,0,0,2,240,1,0,0
15599272,0,33,0,2,13,4,0,0,0,0,0,2,300,45,1,0
15589541,1,25,0,2,8,5,0,1,0,0,0,2,349,24,1,0
15608804,0,28,1,2,8,4,2,1,1,5,1,2,300,1431,1,0
15645820,0,18,0,3,13,1,10,0,0,0,1,1,300,1,1,0
15659031,1,20,7,2,8,4,1,1,1,3,0,2,200,1392,1,0
15790113,1,17,22,3,1,7,0,0,0,0,1,3,450,100001,1,0
15652289,1,18,6,1,7,4,0,0,0,0,0,2,140,1,0,0
15605341,1,47,2,2,7,5,2,1,1,12,1,2,410,2511,1,0
15697844,1,57,8,2,10,8,7,1,1,3,0,2,0,1,1,0
15652048,1,13,4,1,9,4,1,1,1,2,1,2,120,1001,1,0
15587038,1,19,9,2,11,4,1,1,0,0,1,2,60,401,1,0
15660528,0,21,11,2,4,8,0,0,0,0,0,2,320,6,0,0
15700300,1,17,10,2,9,8,0,0,1,1,0,2,120,2,0,0
15642001,1,34,2,1,9,4,3,0,0,0,0,1,200,1,0,0
15580366,1,29,3,2,9,4,3,1,1,3,1,2,329,1,0,0
15657228,1,21,0,1,12,7,0,0,0,0,1,2,132,3,0,0
15729377,1,18,10,2,8,8,1,0,0,0,0,2,320,14,0,0
15686913,1,28,3,2,9,4,0,0,0,0,1,2,300,68,0,0
15631267,0,45,10,2,11,4,5,1,1,7,1,2,0,1,1,0
15632275,1,22,11,2,3,4,0,0,0,0,0,2,0,1,0,0
15715907,0,31,3,2,2,4,3,1,0,0,1,2,300,1,0,1
15764841,0,20,7,2,4,4,1,1,1,1,0,2,160,235,1,0
15748649,0,21,2,2,3,5,0,1,1,4,0,1,80,1,1,0
15771409,1,26,4,2,13,4,4,1,1,1,1,2,120,1,1,0
15779207,0,27,1,2,1,1,0,0,0,0,0,2,340,2,0,0
15814116,1,42,1,2,9,4,5,1,1,6,1,2,500,10001,1,0
15665087,0,18,10,2,9,4,1,0,1,1,0,2,120,2,0,0
15611189,0,28,1,2,11,4,1,1,1,2,1,2,167,501,0,0
15729718,0,21,6,2,6,4,2,1,1,3,0,2,80,919,1,0
15733602,1,21,11,2,14,4,0,1,1,6,0,2,121,1,1,0
15620103,1,21,0,2,8,4,0,0,0,0,0,2,360,1,0,0
15770406,1,32,9,1,9,8,5,1,0,0,1,2,154,1,1,0
15800554,0,45,1,2,11,4,0,0,0,0,1,2,263,1,0,0
15611409,0,23,0,1,1,1,0,0,0,0,0,2,120,88,0,0
15646535,0,17,0,2,8,4,1,0,1,1,1,2,80,6,0,1
15575430,1,33,2,1,9,4,7,0,0,0,1,2,280,1,0,0
15711299,0,22,0,2,11,4,0,0,0,0,0,1,160,1,0,0
15642063,1,34,1,2,7,4,1,0,0,0,0,1,28,1,0,0
15706602,1,29,1,2,9,8,0,1,1,1,0,2,240,101,1,0
15592773,1,31,2,2,6,4,7,1,0,0,1,2,523,1,0,0
15786539,0,20,1,2,11,4,2,1,1,5,0,2,220,2504,1,0
15737542,1,33,2,2,3,5,0,0,0,0,0,2,180,1,0,0
15590234,1,22,0,2,8,8,2,0,0,0,1,2,128,1,1,0
15773776,0,35,12,2,11,8,14,1,1,8,0,2,0,6591,1,0
15728082,1,31,4,2,13,8,6,1,1,3,0,2,311,301,1,0
15609987,0,22,0,2,3,4,0,0,0,0,0,2,144,1,0,0
15735330,1,26,14,2,3,5,0,0,0,0,1,2,178,1,0,0
15649430,1,44,2,2,7,4,1,1,1,2,1,2,0,16,1,0
15768777,1,30,1,1,8,4,0,0,0,0,0,2,170,180,0,0
15777893,1,37,7,2,11,8,11,1,1,7,1,2,300,6,0,0
15791326,1,17,0,1,8,4,0,0,0,0,0,2,140,723,0,0
15615176,1,49,2,2,1,1,0,0,0,0,0,2,200,4,0,0
15735221,1,22,0,2,7,4,0,0,0,0,0,1,0,1,0,0
15617991,0,34,1,1,3,8,0,0,0,0,1,2,160,1,0,1
15658504,1,44,11,1,2,4,1,1,0,0,0,1,0,1,0,0
15785705,1,59,2,2,9,4,1,1,1,5,1,2,60,59,1,0
15801817,1,25,0,2,7,4,0,1,1,3,0,2,260,15109,1,0
15752578,0,41,1,2,6,4,0,0,0,0,0,2,240,238,0,0
15781574,1,49,19,2,1,1,0,1,1,1,0,2,94,1,0,0
15792107,0,33,1,1,1,1,0,1,0,0,0,2,320,1,0,0
15569917,1,19,4,1,3,4,1,0,0,0,1,2,360,1001,0,0
15721504,0,24,2,1,8,4,0,0,0,0,0,2,120,1,0,0
15757306,1,23,1,2,8,8,1,1,0,0,0,2,422,201,1,0
15647295,1,69,9,2,1,1,4,0,1,1,0,2,70,7,0,0
15642098,1,47,0,2,8,5,15,1,1,20,0,2,0,15001,1,0
15696120,0,33,2,1,8,4,2,0,0,0,1,2,0,3,0,1
15675176,1,43,3,2,11,8,6,1,1,11,0,2,80,1,1,0
15700046,1,23,0,1,6,4,0,1,0,0,0,2,180,2,0,0
15782089,1,34,2,2,13,5,0,0,0,0,0,2,348,1,0,0
15706394,1,56,18,2,2,5,15,1,1,17,1,2,0,1,1,0
15759387,0,44,6,2,11,4,7,1,1,3,1,2,0,1,1,0
15623369,0,44,0,2,8,4,2,1,0,0,0,2,0,1,1,0
15732943,1,34,1,2,9,5,0,1,0,0,1,2,163,1,0,0
15750545,0,45,4,2,4,8,1,0,0,0,1,1,240,1,0,0
15809909,1,30,2,1,7,4,0,0,0,0,1,1,80,1,0,0
15642448,1,27,0,2,11,8,0,0,0,0,1,2,220,252,0,0
15791944,1,19,7,2,7,4,0,0,1,1,0,2,100,2,0,0
15768342,0,41,1,2,3,5,2,1,0,0,1,2,0,301,1,1
15567919,0,23,1,2,9,4,0,0,0,0,1,2,160,1,0,0
15674750,1,31,0,2,14,4,1,1,1,8,1,2,303,3291,1,0
15778345,0,17,11,2,14,8,1,1,1,11,0,2,0,3001,1,0
15687634,0,33,2,1,13,4,3,0,0,0,1,2,200,142,0,0
15666096,0,52,7,2,6,8,3,0,0,0,0,2,0,1,0,0
15581700,0,25,1,2,11,4,1,1,1,2,0,2,200,1,0,0
15656417,1,40,1,2,3,5,0,0,0,0,0,1,300,1,0,0
15649101,1,23,0,1,13,8,0,0,0,0,0,2,240,2,0,0
15781975,1,56,12,2,4,8,8,1,0,0,1,2,24,2029,1,0
15700511,0,28,3,1,14,8,2,1,1,1,0,2,70,1,1,0
15770255,1,32,4,2,7,4,2,1,0,0,1,2,360,1,1,0
15643574,1,21,0,1,8,8,0,0,0,0,0,2,280,205,0,0
15595010,1,34,9,2,8,4,4,1,1,12,1,2,0,222,1,0
15580579,1,43,25,2,11,8,0,1,1,1,0,2,760,91,0,0
15748532,0,38,6,2,4,4,1,1,0,0,1,2,0,1,1,1
15773789,1,37,2,2,9,4,0,1,0,0,1,2,400,5801,1,0
15600027,1,29,2,1,14,8,0,0,0,0,0,2,128,2,0,0
15620832,1,37,2,2,13,4,0,0,0,0,1,2,0,502,0,0
15568819,1,31,19,2,8,4,7,1,1,16,0,2,0,5001,1,0
15748691,1,36,2,2,1,1,0,0,0,0,0,2,0,1001,0,0
15583552,1,20,2,2,8,4,2,1,1,11,1,2,200,3001,1,0
15588019,1,47,5,2,9,4,5,0,0,0,0,2,465,151,0,0
15713250,1,22,7,1,3,5,0,0,0,0,1,2,184,1,0,0
15569595,1,20,10,1,8,4,2,1,0,0,0,1,40,1,1,0
15794868,1,34,2,2,9,4,0,1,0,0,1,2,239,201,1,0
15576680,1,24,0,2,7,4,0,0,1,4,0,2,254,1951,0,0
15613699,1,37,6,2,7,8,4,1,1,12,1,2,93,1,1,0
15609758,0,20,9,2,3,4,0,0,0,0,0,2,200,1001,0,0
15762392,1,36,3,2,11,8,9,1,0,0,1,2,102,640,1,0
15693382,1,22,10,2,14,4,0,1,1,9,0,2,60,397,1,0
15791769,0,26,13,2,11,8,5,1,1,2,0,2,0,5001,1,0
15712483,0,46,0,2,13,8,0,1,1,11,1,2,440,7,1,0
15636454,0,52,0,1,1,1,0,0,0,0,0,2,0,1,0,0
15710138,1,39,2,1,3,8,10,0,0,0,1,1,200,1,0,0
15571571,1,39,1,2,8,4,1,1,1,10,0,2,186,4701,1,0
15638751,0,27,2,2,9,4,0,0,0,0,1,2,180,51,0,0
15598574,1,19,9,2,9,4,1,1,0,0,0,2,120,2207,1,0
15796787,1,39,4,2,8,5,6,1,1,16,0,2,117,1211,1,0
15615670,1,36,0,1,2,4,0,0,0,0,0,2,240,4,0,0
15705506,1,26,0,2,3,5,0,1,0,0,1,2,0,1,1,0
15599535,1,39,1,1,7,4,0,0,0,0,0,1,400,1,0,0
15768449,1,41,0,2,8,8,0,1,1,6,0,2,220,949,1,0
15725002,1,21,7,2,6,4,1,1,1,1,0,2,80,9801,1,0
15611682,0,20,1,2,8,4,0,0,0,0,0,2,0,1,0,0
15749964,0,27,3,2,7,4,2,0,1,1,1,2,280,11,0,0
15678779,1,21,0,1,13,4,0,0,0,0,0,2,160,1,0,0
15752601,1,28,5,2,14,4,4,1,1,2,0,2,420,8,1,0
15758477,1,26,2,2,3,5,0,0,0,0,1,2,640,4001,0,0
15629133,0,18,9,2,11,4,1,1,1,4,0,2,60,541,1,0
15604963,0,23,5,2,11,4,3,1,1,10,0,2,120,246,1,0
15796413,1,23,1,2,8,4,0,0,0,0,1,2,136,2,0,0
15812470,1,28,5,2,9,4,11,1,0,0,1,2,70,1,1,0
15587443,1,25,2,1,6,4,4,1,0,0,0,2,188,1,0,0
15689692,0,28,1,2,11,4,2,1,0,0,1,2,440,1,0,0
15779586,1,22,3,1,8,4,0,0,0,0,0,2,160,1059,0,0
15667588,0,24,1,1,1,1,0,1,1,3,0,2,180,148,0,0
15624423,1,24,0,2,7,4,1,0,0,0,1,2,120,2,0,0
15591107,1,32,1,1,10,8,0,1,0,0,1,2,393,1,1,0
15748986,1,48,3,2,3,5,1,0,0,0,0,2,100,3,0,0
15793896,0,28,3,2,9,4,0,1,0,0,0,1,280,1,1,0
15620570,1,25,0,2,9,4,0,0,1,1,0,2,272,445,0,0
15727811,1,18,10,2,1,1,0,0,0,0,0,2,80,1,0,0
15707681,1,21,1,1,4,4,2,1,1,1,0,2,180,21,0,0
15702030,1,24,1,2,8,4,0,0,0,0,0,2,110,1,0,0
15673238,1,16,4,2,3,8,0,0,0,0,1,2,120,1,0,0
15604196,1,26,2,2,2,4,0,0,0,0,1,2,80,1,0,0
15769356,1,48,3,2,6,4,3,1,0,0,0,1,230,1,1,0
15665590,1,23,2,2,1,1,4,0,0,0,0,2,160,26,0,0
15572361,0,41,2,1,11,8,0,1,1,23,1,2,455,1237,1,0
15667460,1,35,25,2,14,8,1,1,1,1,1,2,515,501,1,0
15654760,1,23,12,2,8,4,2,0,0,0,0,1,80,1,0,0
15632669,1,18,5,2,11,4,0,1,1,2,0,2,0,39,0,0
15613673,1,30,0,2,2,8,0,0,0,0,1,1,252,1,0,0
15698522,0,19,0,2,8,4,0,1,1,5,1,2,140,6,0,0
15741633,1,26,0,2,13,4,1,0,0,0,0,2,100,1,0,0
15674583,1,28,1,1,8,4,1,1,0,0,1,2,0,226,0,0
15665374,1,28,9,2,11,8,5,1,1,6,0,2,381,169,1,0
15588854,1,26,1,2,11,4,1,1,0,0,1,2,280,1,1,0
15810716,1,23,3,1,4,4,0,0,1,1,1,2,280,81,0,0
15776921,1,26,13,2,10,2,0,0,0,0,1,2,140,1111,0,0
15569394,1,54,6,2,8,8,2,1,1,11,1,2,0,285,1,0
15788215,1,31,0,2,2,4,0,1,0,0,1,1,928,1,0,0
15641007,0,25,12,2,2,4,1,0,0,0,1,2,180,1063,0,1
15594651,1,33,3,1,14,4,3,1,1,3,1,2,380,1,1,0
15575146,1,39,1,2,8,4,1,0,0,0,0,2,0,317,0,0
15608916,0,17,0,1,5,1,0,0,0,0,0,2,86,1,0,0
15666297,1,23,0,2,8,4,0,0,0,0,0,2,100,1,1,0
15598586,1,26,2,1,13,4,5,1,1,1,0,2,211,1,1,0
15665014,0,22,0,2,3,4,0,0,0,0,1,1,144,1,0,1
15701738,1,39,0,1,6,4,0,1,1,3,0,2,200,1001,1,0
15650591,0,26,8,2,6,4,1,1,0,0,0,2,160,151,1,0
15652667,1,20,0,2,2,4,0,0,0,0,0,2,144,1,0,0
15679622,1,31,4,1,3,4,0,0,0,0,1,2,411,1,0,0
15730150,1,26,4,1,8,5,2,0,0,0,0,2,200,1211,0,0
15813192,0,24,1,2,1,1,0,1,0,0,0,2,80,1,0,0
15606554,0,32,1,2,8,4,0,0,0,0,1,2,372,123,0,0
15611794,1,17,4,2,8,4,0,0,0,0,0,1,80,1,0,0
15672357,0,37,5,2,11,4,0,1,0,0,1,2,228,1,1,0
15711759,1,22,2,1,8,8,2,1,0,0,0,2,0,1,1,0
15615296,0,17,10,2,1,1,0,0,0,0,0,2,0,51,0,0
15699294,1,24,12,2,11,8,1,1,0,0,1,2,120,1,1,0
15788634,0,25,0,2,8,8,0,1,0,0,1,2,491,1,1,0
15660871,1,26,12,1,4,8,1,0,0,0,1,2,0,18,0,0
15618258,0,22,6,2,6,4,0,0,0,0,0,2,220,1001,0,0
15722535,1,23,0,2,7,4,0,1,0,0,1,1,320,1,0,0
15711977,1,25,0,1,8,4,1,0,0,0,1,2,160,1,0,0
15690169,1,48,0,1,4,4,0,1,1,11,0,2,380,2733,1,0
15790689,1,21,0,2,8,4,0,0,0,0,1,1,0,1,0,0
15665181,1,35,16,1,8,4,4,1,0,0,0,2,80,1,0,0
15633608,0,22,11,2,13,4,0,1,0,0,0,2,80,1350,1,0
15805261,0,48,1,2,3,7,0,0,0,0,0,2,0,121,0,0
15740356,1,43,0,1,13,8,1,1,1,8,0,2,100,376,1,0
15808223,1,31,10,2,14,4,6,1,0,0,0,2,0,1,1,0
15769980,1,20,0,2,8,4,0,0,0,0,0,2,0,45,0,0
15675450,0,18,9,2,6,4,0,1,0,0,0,2,100,1,1,0
15776494,0,27,14,2,14,8,3,1,1,1,0,2,120,12,1,0
15592412,1,41,0,2,10,4,0,0,1,1,0,1,560,1,1,0
